Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
CA,Hanford 1 and 2,59300,California Independent System Operator,CISO,167909560,36.306667,-119.629167,SUN,SOLAR,5557,0,0.01,0.00,0.0000,42,Tulare-Buena Vista Lakes,18030012,18030012
CA,Hanford Energy Park Peaker,55698,California Independent System Operator,CISO,167909560,36.270072,-119.648055,NG,GAS,15605,10848,0.80,0.70,0.0001,12438,Tulare-Buena Vista Lakes,18030012,18030012
CA,Harbor Generating Station,399,Los Angeles Department of Water and Power,LDWP,22074071,33.7706,-118.2656,NG,GAS,37140,32150,0.80,0.87,0.0017,29602,Santa Monica Bay,18070104,18070104
CA,Hat Creek 1,243,California Independent System Operator,CISO,167909560,40.929297,-121.544462,WAT,HYDRO,31285,0,0.00,0.00,0.0002,0,Lower Pit,18020003,18020003
CA,Hat Creek 2,244,California Independent System Operator,CISO,167909560,40.960675,-121.548657,WAT,HYDRO,41999,0,11.98,0.00,0.0003,503352,Lower Pit,18020003,18020003
CA,Hatchet Creek Project,10882,California Independent System Operator,CISO,167909560,40.874144,-121.920428,WAT,HYDRO,12892,0,0.00,0.00,0.0001,0,Lower Pit,18020003,18020003
CA,Hatchet Ridge Wind Project,56654,California Independent System Operator,CISO,167909560,40.8981,-121.8036,WND,WIND,258503,0,0.00,0.00,0.0015,982,Lower Pit,18020003,18020003
CA,Haynes Generating Station,400,Los Angeles Department of Water and Power,LDWP,22074071,33.764741,-118.09913,NG,GAS,3131593,1355028,0.80,0.43,0.1419,2495962,San Gabriel,18070106,18070106
CA,Haypress,10253,California Independent System Operator,CISO,167909560,39.565677,-120.581684,WAT,HYDRO,16183,0,0.00,0.00,0.0001,0,Upper Yuba,18020125,18020125
CA,Hayworth Solar,59009,California Independent System Operator,CISO,167909560,35.325278,-118.878611,SUN,SOLAR,60864,0,0.01,0.00,0.0004,463,Middle Kern-Upper Tehachapi-Grapevine,18030003,18030003
CA,Heber Geothermal,54689,Imperial Irrigation District,IID,5728178,32.7146,-115.518,GEO,GEOTHERMAL,312351,0,2.64,0.00,0.0545,824607,Salton Sea,18100204,18100204
CA,Heber Solar,58398,Imperial Irrigation District,IID,5728178,32.7125,-115.540556,SUN,SOLAR,25648,0,0.01,0.00,0.0045,195,Salton Sea,18100204,18100204
CA,Hecate Energy Beacon Solar 1,59315,Los Angeles Department of Water and Power,LDWP,22074071,35.269444,-118.014444,SUN,SOLAR,143041,0,0.01,0.00,0.0065,1087,Antelope-Fremont Valleys,18090206,18090206
CA,Hecate Energy Beacon Solar 3,59316,Los Angeles Department of Water and Power,LDWP,22074071,35.253056,-118.014722,SUN,SOLAR,143037,0,0.01,0.00,0.0065,1087,Antelope-Fremont Valleys,18090206,18090206
CA,Hecate Energy Beacon Solar 4,59317,Los Angeles Department of Water and Power,LDWP,22074071,35.253611,-118.026944,SUN,SOLAR,125337,0,0.01,0.00,0.0057,953,Antelope-Fremont Valleys,18090206,18090206
CA,Heliocentric,57831,California Independent System Operator,CISO,167909560,34.65434,-117.971004,SUN,SOLAR,2950,0,0.01,0.00,0.0000,22,Antelope-Fremont Valleys,18090206,18090206
CA,Helzel & Schwarzhoff 86,56275,California Independent System Operator,CISO,167909560,35.0925,-118.3952,WND,WIND,3799,0,0.00,0.00,0.0000,14,Antelope-Fremont Valleys,18090206,18090206
CA,Helzel & Schwarzhoff 88 Wind Farm,52165,California Independent System Operator,CISO,167909560,35.0908,-118.3936,WND,WIND,1566,0,0.00,0.00,0.0000,6,Antelope-Fremont Valleys,18090206,18090206
CA,Henrietta Peaker Plant,55807,California Independent System Operator,CISO,167909560,36.2397,-119.9044,NG,GAS,32903,20521,0.80,0.62,0.0002,26225,Tulare-Buena Vista Lakes,18030012,18030012
CA,Henrietta Solar Project,58975,California Independent System Operator,CISO,167909560,36.218806,-119.805833,SUN,SOLAR,254373,0,0.01,0.00,0.0015,1933,Tulare-Buena Vista Lakes,18030012,18030012
CA,Hesperia,59182,California Independent System Operator,CISO,167909560,34.435,-117.378056,SUN,SOLAR,3200,0,0.01,0.00,0.0000,24,Mojave,18090208,18090208
CA,Hickman,162,Turlock Irrigation District,TIDC,1728748,37.621536,-120.746247,WAT,HYDRO,4597,0,22345.90,0.00,0.0027,102724113,Middle San Joaquin-Lower Merced- Lower Stanislaus,18040002,18040002
CA,High Desert Power Project,55518,California Independent System Operator,CISO,167909560,34.5953,-117.3647,NG,GAS,3019302,1344558,0.88,0.45,0.0180,2667469,Mojave,18090208,18090208
CA,High Sierra Cogeneration Plant,57977,California Independent System Operator,CISO,167909560,40.4128,-120.4774,NG,GAS,34849,12818,0.80,0.37,0.0002,27776,Honey-Eagle Lakes,18080003,18080003
CA,High Sierra Limited,50495,California Independent System Operator,CISO,167909560,35.509041,-119.030546,NG,GAS,28059,15066,0.80,0.54,0.0002,22364,Upper Poso,18030004,18030004
CA,High Winds LLC,56075,California Independent System Operator,CISO,167909560,38.1381,-121.8053,WND,WIND,345306,0,0.00,0.00,0.0021,1312,Cache Slough-Sacramento River,18020163,18020163
CA,HL Power,10777,California Independent System Operator,CISO,167909560,40.368338,-120.264848,WDS,BIOMASS,191170,6216,1.94,0.03,0.0011,370402,Honey-Eagle Lakes,18080003,18080003
CA,Hoag Hospital Cogen Plant,58223,California Independent System Operator,CISO,167909560,33.622778,-117.936389,NG,GAS,5452,2720,0.80,0.50,0.0000,4345,Newport Bay,18070204,18070204
CA,Hollister Solar LLC,59268,California Independent System Operator,CISO,167909560,36.8625,-121.428889,SUN,SOLAR,4100,0,0.01,0.00,0.0000,31,Pajaro,18060002,18060002
CA,Honda Torrance,58300,California Independent System Operator,CISO,167909560,33.838056,-118.315,NG,GAS,6954,0,0.80,0.00,0.0000,5543,Santa Monica Bay,18070104,18070104
CA,Horn,58452,California Independent System Operator,CISO,167909560,34.708889,-118.274167,SUN,SOLAR,4158,0,0.01,0.00,0.0000,32,Antelope-Fremont Valleys,18090206,18090206
CA,Houweling Nurseries,58432,California Independent System Operator,CISO,167909560,34.179722,-119.083056,NG,GAS,53349,28869,0.80,0.54,0.0003,42521,Calleguas,18070103,18070103
CA,Humboldt Bay,246,California Independent System Operator,CISO,167909560,40.7415,-124.2103,NG,GAS,383862,197322,0.80,0.51,0.0023,305948,Mad-Redwood,18010102,18010102
CA,Humboldt Sawmill Company,50049,California Independent System Operator,CISO,167909560,40.4728,-124.1014,WDS,BIOMASS,110137,6808,1.94,0.06,0.0007,213396,Lower Eel,18010105,18010105
CA,Huron Solar Station,57523,California Independent System Operator,CISO,167909560,36.181389,-120.030555,SUN,SOLAR,41313,0,0.01,0.00,0.0002,314,Tulare-Buena Vista Lakes,18030012,18030012
CA,Hyperion Treatment Plant CHP Plant,60960,Los Angeles Department of Water and Power,LDWP,22074071,33.9254,-118.4298,OBG,BIOMASS,151099,16040,1.94,0.11,0.0068,292762,Santa Monica Bay,18070104,18070104
CA,IKEA Tejon 345,58028,California Independent System Operator,CISO,167909560,34.975278,-118.946944,SUN,SOLAR,2873,0,0.01,0.00,0.0000,22,Middle Kern-Upper Tehachapi-Grapevine,18030003,18030003
CA,Imperial Solar Energy Center South,57490,California Independent System Operator,CISO,167909560,32.663289,-115.658284,SUN,SOLAR,274473,0,0.01,0.00,0.0016,2086,Salton Sea,18100204,18100204
CA,Imperial Solar Energy Center West,57491,California Independent System Operator,CISO,167909560,32.772225,-115.779311,SUN,SOLAR,377263,0,0.01,0.00,0.0022,2867,Salton Sea,18100204,18100204
CA,"Imperial Valley Solar Co (IVSC) 2, LLC",59657,Imperial Irrigation District,IID,5728178,33.252222,-115.4975,SUN,SOLAR,48557,0,0.01,0.00,0.0085,369,Salton Sea,18100204,18100204
CA,Imperial Valley Solar Company 1 LLC,58062,Imperial Irrigation District,IID,5728178,33.245833,-115.496667,SUN,SOLAR,43915,0,0.01,0.00,0.0077,334,Salton Sea,18100204,18100204
CA,"Imperial Valley Solar, LLC",56917,California Independent System Operator,CISO,167909560,32.671099,-115.587265,SUN,SOLAR,493285,0,0.01,0.00,0.0029,3749,Salton Sea,18100204,18100204
CA,Improvement Dst No. 4,57895,California Independent System Operator,CISO,167909560,35.402778,-119.038611,SUN,SOLAR,1469,0,0.01,0.00,0.0000,11,Tulare-Buena Vista Lakes,18030012,18030012
CA,Indian Valley Dam Hydro Project,50129,California Independent System Operator,CISO,167909560,39.0788,-122.535556,WAT,HYDRO,3477,0,0.00,0.00,0.0000,0,Upper Cache,18020116,18020116
CA,Indigo Generation Facility,55541,California Independent System Operator,CISO,167909560,33.910873,-116.552994,NG,GAS,33376,21298,0.80,0.64,0.0002,26602,Whitewater River,18100201,18100201
CA,Industry MetroLink PV 1,57860,California Independent System Operator,CISO,167909560,34.008661,-117.845603,SUN,SOLAR,2853,0,0.01,0.00,0.0000,22,San Gabriel,18070106,18070106
CA,Industry Solar Power Generation Station 1 LLC,58609,California Independent System Operator,CISO,167909560,34.553056,-117.456944,SUN,SOLAR,4158,0,0.01,0.00,0.0000,32,Mojave,18090208,18090208
CA,Ingredion Stockton,52115,California Independent System Operator,CISO,167909560,37.9128,-121.2614,NG,GAS,51905,42578,0.80,0.82,0.0003,41370,Rock Creek-French Camp Slough,18040051,18040051
CA,Inland Empire Energy Center,55853,California Independent System Operator,CISO,167909560,33.738839,-117.170369,NG,GAS,201502,87197,0.80,0.43,0.0012,160602,San Jacinto,18070202,18070202
CA,Intel Folsom,58086,Balancing Authority of Northern California,BANC,7971045,38.645119,-121.172999,SUN,SOLAR,1646,0,0.01,0.00,0.0002,13,Lower American,18020111,18020111
CA,Intel Folsom Phase 2,58954,Balancing Authority of Northern California,BANC,7971045,38.643611,-121.163889,SUN,SOLAR,1663,0,0.01,0.00,0.0002,13,Lower American,18020111,18020111
CA,Intel Folsom Phase 3,61152,California Independent System Operator,CISO,167909560,38.645961,-121.162623,SUN,SOLAR,9077,0,0.01,0.00,0.0001,69,Lower American,18020111,18020111
CA,Intel Santa Clara,60224,California Independent System Operator,CISO,167909560,37.384745,-121.963808,NG,GAS,7413,0,0.80,0.00,0.0000,5908,Coyote,18050003,18050003
CA,Iron Gate,297,PacifiCorp - West,PACW,10882398,41.932981,-122.43678,WAT,HYDRO,88987,0,28.54,0.00,0.0082,2539460,Upper Klamath,18010206,18010206
CA,Ironwood Solar LLC,58513,California Independent System Operator,CISO,167909560,33.565,-114.918056,SUN,SOLAR,9475,0,0.01,0.00,0.0001,72,Southern Mojave,18100100,18100100
CA,Isabella Hydro Project,10139,California Independent System Operator,CISO,167909560,35.6439,-118.4822,WAT,HYDRO,18700,0,0.00,0.00,0.0001,0,Middle Kern-Upper Tehachapi-Grapevine,18030003,18030003
CA,ISH Solar Hospital Downey,57841,California Independent System Operator,CISO,167909560,33.921667,-118.124444,SUN,SOLAR,1418,0,0.01,0.00,0.0000,11,San Gabriel,18070106,18070106
CA,ISH Solar Hospital SDMC,57840,California Independent System Operator,CISO,167909560,32.791667,-117.095277,SUN,SOLAR,1389,0,0.01,0.00,0.0000,11,San Diego,18070304,18070304
CA,Ivanhoe Solar,58307,California Independent System Operator,CISO,167909560,36.3875,-119.255,SUN,SOLAR,6408,0,0.01,0.00,0.0000,49,Upper Kaweah,18030007,18030007
CA,Ivanpah 1,57074,California Independent System Operator,CISO,167909560,35.533056,-115.4525,SUN,SOLAR,242476,26522,0.01,0.11,0.0014,1843,Ivanpah-Pahrump Valleys,16060015,16060015
CA,Ivanpah 2,57073,California Independent System Operator,CISO,167909560,35.556111,-115.468611,SUN,SOLAR,277054,30103,0.01,0.11,0.0017,2106,Ivanpah-Pahrump Valleys,16060015,16060015
CA,Ivanpah 3,57075,California Independent System Operator,CISO,167909560,35.580833,-115.4825,SUN,SOLAR,276326,22660,0.01,0.08,0.0016,2100,Ivanpah-Pahrump Valleys,16060015,16060015
CA,IVC Solar,61692,Imperial Irrigation District,IID,5728178,32.83186,-115.506629,SUN,SOLAR,3463,0,0.01,0.00,0.0006,26,Salton Sea,18100204,18100204
CA,J S Eastwood,104,California Independent System Operator,CISO,167909560,37.147926,-119.2567,WAT,HYDRO,234070,0,26.12,0.00,0.0014,6114246,Upper San Joaquin,18040006,18040006
CA,J.R. Simplot Company,58216,California Independent System Operator,CISO,167909560,37.806944,-121.2775,WH,OTHF,11371,0,1.61,0.00,0.0001,18307,San Joaquin Delta,18040003,18040003
CA,Jacumba Solar Farm,60947,California Independent System Operator,CISO,167909560,32.6212,-116.12896,SUN,SOLAR,50245,0,0.01,0.00,0.0003,382,Carrizo Creek,18100202,18100202
CA,James B Black,249,California Independent System Operator,CISO,167909560,40.992295,-121.975182,WAT,HYDRO,543811,0,3.99,0.00,0.0032,2172498,Lower Pit,18020003,18020003
CA,Jaybird,431,Balancing Authority of Northern California,BANC,7971045,38.83405,-120.53176,WAT,HYDRO,394703,0,0.45,0.00,0.0495,178762,South Fork American,18020129,18020129
CA,John L. Featherstone Plant,57475,Imperial Irrigation District,IID,5728178,33.204635,-115.573303,GEO,GEOTHERMAL,415994,33350,2.64,0.08,0.0726,1098224,Salton Sea,18100204,18100204
CA,Jones Fork,534,Balancing Authority of Northern California,BANC,7971045,38.850283,-120.381883,WAT,HYDRO,14250,0,85.13,0.00,0.0018,1213166,South Fork American,18020129,18020129
CA,Judge F Carr,442,Western Area Power Administration - Desert Southwest Region,WALC,16128479,40.646934,-122.626973,WAT,HYDRO,209392,0,51.58,0.00,0.0130,10800489,Clear Creek-Sacramento River,18020151,18020151
CA,Juniper Networks Sunnyvale,58301,California Independent System Operator,CISO,167909560,37.406944,-122.026944,NG,GAS,7364,0,0.80,0.00,0.0000,5869,Coyote,18050003,18050003
CA,Kaiser Downey,58128,California Independent System Operator,CISO,167909560,33.919167,-118.128611,LFG,BIOMASS,7950,0,1.94,0.00,0.0000,15404,San Gabriel,18070106,18070106
CA,Kaiser Ontario,58132,California Independent System Operator,CISO,167909560,34.0325,-117.608889,OBG,BIOMASS,8065,0,1.94,0.00,0.0000,15626,Santa Ana,18070203,18070203
CA,Karen Avenue Wind Farm,10718,California Independent System Operator,CISO,167909560,33.92194,-116.56222,WND,WIND,31227,0,0.00,0.00,0.0002,119,Whitewater River,18100201,18100201
CA,Kaweah 1,337,California Independent System Operator,CISO,167909560,36.465066,-118.862023,WAT,HYDRO,4464,0,10.16,0.00,0.0000,45370,Upper Kaweah,18030007,18030007
CA,Kaweah 2,336,California Independent System Operator,CISO,167909560,36.461326,-118.87988,WAT,HYDRO,6046,0,0.00,0.00,0.0000,0,Upper Kaweah,18030007,18030007
CA,Kaweah 3,338,California Independent System Operator,CISO,167909560,36.486059,-118.835645,WAT,HYDRO,11794,0,0.00,0.00,0.0001,0,Upper Kaweah,18030007,18030007
CA,Kaweah Delta District Hospital,10042,California Independent System Operator,CISO,167909560,36.3275,-119.2947,NG,GAS,19060,19303,0.80,1.01,0.0001,15191,Upper Kaweah,18030007,18030007
CA,Kekawaka Power House,54654,California Independent System Operator,CISO,167909560,40.0941,-123.508983,WAT,HYDRO,7587,0,0.00,0.00,0.0000,0,Lower Eel,18010105,18010105
CA,Kellogg's - San Jose,59280,California Independent System Operator,CISO,167909560,37.356389,-121.871944,NG,GAS,6390,0,0.80,0.00,0.0000,5093,Coyote,18050003,18050003
CA,Kelly Ridge,418,California Independent System Operator,CISO,167909560,39.531784,-121.491247,WAT,HYDRO,31487,0,0.00,0.00,0.0002,0,Honcut Creek-Lower Feather River,18020159,18020159
CA,Kerckhoff 2,682,California Independent System Operator,CISO,167909560,37.071846,-119.558008,WAT,HYDRO,326621,0,0.00,0.00,0.0019,0,Upper San Joaquin,18040006,18040006
CA,Kern Front Limited,50494,California Independent System Operator,CISO,167909560,35.51647,-119.040128,NG,GAS,18945,11545,0.80,0.61,0.0001,15100,Upper Poso,18030004,18030004
CA,Kern Oil & Refining Co,58100,California Independent System Operator,CISO,167909560,35.295556,-118.918333,NG,GAS,31436,25983,0.80,0.83,0.0002,25055,Middle Kern-Upper Tehachapi-Grapevine,18030003,18030003
CA,Kern River 1,340,California Independent System Operator,CISO,167909560,35.460303,-118.77959,WAT,HYDRO,160352,0,1.02,0.00,0.0010,162982,Middle Kern-Upper Tehachapi-Grapevine,18030003,18030003
CA,Kern River 3,339,California Independent System Operator,CISO,167909560,35.776185,-118.436233,WAT,HYDRO,120120,0,0.00,0.00,0.0007,0,Upper Kern,18030001,18030001
CA,Kern River Cogeneration,10496,California Independent System Operator,CISO,167909560,35.4515,-118.9849,NG,GAS,729451,248141,0.80,0.34,0.0043,581392,Tulare-Buena Vista Lakes,18030012,18030012
CA,Kern River Eastridge Cogen,52107,California Independent System Operator,CISO,167909560,35.4406,-118.9617,NG,GAS,212906,62171,0.80,0.29,0.0013,169692,Tulare-Buena Vista Lakes,18030012,18030012
CA,Keswick,443,Western Area Power Administration - Desert Southwest Region,WALC,16128479,40.611858,-122.446441,WAT,HYDRO,325206,0,0.00,0.00,0.0202,0,Clear Creek-Sacramento River,18020151,18020151
CA,Kettering Solar 1,59098,California Independent System Operator,CISO,167909560,34.700278,-118.123611,SUN,SOLAR,2024,0,0.01,0.00,0.0000,15,Antelope-Fremont Valleys,18090206,18090206
CA,Kettering Solar 2,59099,California Independent System Operator,CISO,167909560,34.700278,-118.123611,SUN,SOLAR,2042,0,0.01,0.00,0.0000,16,Antelope-Fremont Valleys,18090206,18090206
CA,Kettleman Solar -Centaurus,59633,California Independent System Operator,CISO,167909560,36.050833,-119.9475,SUN,SOLAR,53909,0,0.01,0.00,0.0003,410,Tulare-Buena Vista Lakes,18030012,18030012
CA,Kettleman Solar Project,58510,California Independent System Operator,CISO,167909560,38.12139,-121.14122,SUN,SOLAR,2231,0,0.01,0.00,0.0000,17,San Joaquin Delta,18040003,18040003
CA,Kiefer Landfill,55766,Balancing Authority of Northern California,BANC,7971045,38.5136,-121.1944,LFG,BIOMASS,69342,0,1.94,0.00,0.0087,134354,Upper Consumnes,18040013,18040013
CA,Kilarc,253,California Independent System Operator,CISO,167909560,40.677827,-121.873253,WAT,HYDRO,8351,0,53.17,0.00,0.0000,444061,Cow Creek,18020152,18020152
CA,Kilroy Solar,61628,California Independent System Operator,CISO,167909560,32.936137,-117.234157,SUN,SOLAR,1869,0,0.01,0.00,0.0000,14,San Diego,18070304,18070304
CA,King City Peaking,55811,California Independent System Operator,CISO,167909560,36.224758,-121.124633,NG,GAS,8584,5641,0.80,0.66,0.0001,6842,Salinas,18060005,18060005
CA,King City Power Plant,10294,California Independent System Operator,CISO,167909560,36.225,-121.1278,NG,GAS,374693,5351,0.80,0.01,0.0022,298640,Salinas,18060005,18060005
CA,Kingbird A Solar LLC,59868,California Independent System Operator,CISO,167909560,34.819,-118.432,SUN,SOLAR,60695,0,0.01,0.00,0.0004,461,Antelope-Fremont Valleys,18090206,18090206
CA,"Kingbird B Solar, LLC",60091,California Independent System Operator,CISO,167909560,34.824206,-118.438547,SUN,SOLAR,59150,0,0.01,0.00,0.0004,450,Antelope-Fremont Valleys,18090206,18090206
CA,Kings Beach,6518,Nevada Power Company,NEVP,33607345,39.245833,-120.027222,DFO,OIL,274,278,2.06,1.01,0.0000,565,Lake Tahoe,16050101,16050101
CA,Kings River PH,254,California Independent System Operator,CISO,167909560,36.888166,-119.158777,WAT,HYDRO,134174,0,26.09,0.00,0.0008,3500478,Upper King,18030010,18030010
CA,Kingsburg Cogen Facility,10405,California Independent System Operator,CISO,167909560,36.5397,-119.5794,NG,GAS,4964,2895,0.80,0.58,0.0000,3956,Tulare-Buena Vista Lakes,18030012,18030012
CA,Kingsburg Solar,58304,California Independent System Operator,CISO,167909560,36.505278,-119.540278,SUN,SOLAR,7037,0,0.01,0.00,0.0000,53,Tulare-Buena Vista Lakes,18030012,18030012
